crypto_currency,currency_code,crypto_value,country_code,indicator,frequency,year,avg_wage_value,avg_wage_crypto_value
MANA,USD,1.436,NZL,AVWAGE,A,2017-01-01,43398.99731,30222.142973537604
MANA,USD,1.436,NZL,AVWAGE,A,2018-01-01,43769.61954,30480.236448467967
MANA,USD,1.436,NZL,AVWAGE,A,2019-01-01,44030.74518,30662.07881615599
MANA,USD,1.436,CHL,AVWAGE,A,2016-01-01,27044.38873,18833.139784122563
MANA,USD,1.436,CHL,AVWAGE,A,2017-01-01,26313.01752,18323.828356545964
MANA,USD,1.436,CHL,AVWAGE,A,2018-01-01,26369.49741,18363.15975626741
MANA,USD,1.436,CHL,AVWAGE,A,2019-01-01,26915.8365,18743.61873259053
MANA,USD,1.436,LVA,AVWAGE,A,2016-01-01,24662.51202,17174.45126740947
MANA,USD,1.436,LVA,AVWAGE,A,2017-01-01,25620.42698,17841.522966573815
MANA,USD,1.436,LVA,AVWAGE,A,2018-01-01,26764.56306,18638.275111420615
MANA,USD,1.436,LVA,AVWAGE,A,2019-01-01,28453.58675,19814.47545264624
MANA,USD,1.436,LTU,AVWAGE,A,2016-01-01,24853.85569,17307.69894846797
MANA,USD,1.436,LTU,AVWAGE,A,2017-01-01,26258.4257,18285.81176880223
MANA,USD,1.436,LTU,AVWAGE,A,2018-01-01,27368.00667,19058.500466573816
MANA,USD,1.436,LTU,AVWAGE,A,2019-01-01,28913.89776,20135.026295264626
STX,USD,1.917,AUS,AVWAGE,A,2016-01-01,54799.8626,28586.26113719353
STX,USD,1.917,AUS,AVWAGE,A,2017-01-01,54327.04477,28339.616468440272
STX,USD,1.917,AUS,AVWAGE,A,2018-01-01,54147.4705,28245.9418362024
STX,USD,1.917,AUS,AVWAGE,A,2019-01-01,54401.4253,28378.41695357329
STX,USD,1.917,AUT,AVWAGE,A,2016-01-01,53589.1886,27954.71497130934
STX,USD,1.917,AUT,AVWAGE,A,2017-01-01,53436.61223,27875.12375065206
STX,USD,1.917,AUT,AVWAGE,A,2018-01-01,53560.92351,27939.970532081377
STX,USD,1.917,AUT,AVWAGE,A,2019-01-01,53902.94904,28118.3876056338
STX,USD,1.917,BEL,AVWAGE,A,2016-01-01,54883.6518,28629.969640062598
STX,USD,1.917,BEL,AVWAGE,A,2017-01-01,54626.06533,28495.600067814292
STX,USD,1.917,BEL,AVWAGE,A,2018-01-01,55065.81147,28724.992942097026
STX,USD,1.917,BEL,AVWAGE,A,2019-01-01,55590.13046,28998.503109024517
STX,USD,1.917,CAN,AVWAGE,A,2016-01-01,51562.73934,26897.620938967135
STX,USD,1.917,CAN,AVWAGE,A,2017-01-01,52219.39272,27240.163129890454
STX,USD,1.917,CAN,AVWAGE,A,2018-01-01,52831.4837,27559.45941575378
STX,USD,1.917,CAN,AVWAGE,A,2019-01-01,53198.17296,27750.742284820033
STX,USD,1.917,CZE,AVWAGE,A,2016-01-01,25819.17199,13468.52998956703
STX,USD,1.917,CZE,AVWAGE,A,2017-01-01,26888.62221,14026.406995305164
STX,USD,1.917,CZE,AVWAGE,A,2018-01-01,28360.36471,14794.139128847157
STX,USD,1.917,CZE,AVWAGE,A,2019-01-01,29280.78997,15274.277501304121
STX,USD,1.917,DNK,AVWAGE,A,2016-01-01,56883.11049,29672.984084507043
STX,USD,1.917,DNK,AVWAGE,A,2017-01-01,56277.32497,29356.977031820552
STX,USD,1.917,DNK,AVWAGE,A,2018-01-01,56827.52767,29643.989394887845
STX,USD,1.917,DNK,AVWAGE,A,2019-01-01,57149.59431,29811.994945226917
STX,USD,1.917,FIN,AVWAGE,A,2016-01-01,44975.60703,23461.453849765257
STX,USD,1.917,FIN,AVWAGE,A,2017-01-01,44864.41587,23403.451158059466
STX,USD,1.917,FIN,AVWAGE,A,2018-01-01,45023.39388,23486.38178403756
STX,USD,1.917,FIN,AVWAGE,A,2019-01-01,45697.55615,23838.057459572246
STX,USD,1.917,FRA,AVWAGE,A,2016-01-01,45610.18378,23792.479801773603
STX,USD,1.917,FRA,AVWAGE,A,2017-01-01,46162.80625,24080.754434011476
STX,USD,1.917,FRA,AVWAGE,A,2018-01-01,46256.36191,24129.557595200833
STX,USD,1.917,FRA,AVWAGE,A,2019-01-01,46480.6154,24246.53907146583
STX,USD,1.917,DEU,AVWAGE,A,2016-01-01,51622.98488,26929.047929055818
STX,USD,1.917,DEU,AVWAGE,A,2017-01-01,52181.30995,27220.297313510695
STX,USD,1.917,DEU,AVWAGE,A,2018-01-01,52929.5536,27610.617423056858
STX,USD,1.917,DEU,AVWAGE,A,2019-01-01,53637.8016,27980.07386541471
STX,USD,1.917,GRC,AVWAGE,A,2016-01-01,27394.53173,14290.31389149713
STX,USD,1.917,GRC,AVWAGE,A,2017-01-01,27321.80061,14252.373818466353
STX,USD,1.917,GRC,AVWAGE,A,2018-01-01,27479.68523,14334.734079290558
STX,USD,1.917,GRC,AVWAGE,A,2019-01-01,27459.1259,14324.00933750652
STX,USD,1.917,HUN,AVWAGE,A,2016-01-01,21810.41182,11377.366624934793
STX,USD,1.917,HUN,AVWAGE,A,2017-01-01,23527.36545,12273.0127543036
STX,USD,1.917,HUN,AVWAGE,A,2018-01-01,24702.95934,12886.259436619719
STX,USD,1.917,HUN,AVWAGE,A,2019-01-01,26223.19671,13679.288841940532
STX,USD,1.917,IRL,AVWAGE,A,2016-01-01,49030.4212,25576.64121022431
STX,USD,1.917,IRL,AVWAGE,A,2017-01-01,49585.17818,25866.029306207616
STX,USD,1.917,IRL,AVWAGE,A,2018-01-01,49695.39773,25923.525159102763
STX,USD,1.917,IRL,AVWAGE,A,2019-01-01,50490.47141,26338.274079290557
STX,USD,1.917,ITA,AVWAGE,A,2016-01-01,38982.24797,20335.02763171622
STX,USD,1.917,ITA,AVWAGE,A,2017-01-01,38706.95871,20191.423427230045
STX,USD,1.917,ITA,AVWAGE,A,2018-01-01,38852.72523,20267.46230046948
STX,USD,1.917,ITA,AVWAGE,A,2019-01-01,39189.36576,20443.070297339593
STX,USD,1.917,JPN,AVWAGE,A,2016-01-01,37896.31241,19768.55107459572
STX,USD,1.917,JPN,AVWAGE,A,2017-01-01,38084.71057,19866.828675013043
STX,USD,1.917,JPN,AVWAGE,A,2018-01-01,38193.16835,19923.405503390713
STX,USD,1.917,JPN,AVWAGE,A,2019-01-01,38617.46549,20144.739431403235
STX,USD,1.917,KOR,AVWAGE,A,2016-01-01,38617.35471,20144.68164319249
STX,USD,1.917,KOR,AVWAGE,A,2017-01-01,39551.53296,20631.994241001565
STX,USD,1.917,KOR,AVWAGE,A,2018-01-01,40820.34833,21293.869760041733
STX,USD,1.917,KOR,AVWAGE,A,2019-01-01,42284.78911,22057.79296296296
STX,USD,1.917,LUX,AVWAGE,A,2016-01-01,68503.77293,35734.884157537825
STX,USD,1.917,LUX,AVWAGE,A,2017-01-01,69541.03065,36275.96799687011
STX,USD,1.917,LUX,AVWAGE,A,2018-01-01,69556.26185,36283.91332811685
STX,USD,1.917,LUX,AVWAGE,A,2019-01-01,68680.52973,35827.08906103286
STX,USD,1.917,MEX,AVWAGE,A,2016-01-01,16981.33584,8858.286823161188
STX,USD,1.917,MEX,AVWAGE,A,2017-01-01,16984.11528,8859.736713615024
STX,USD,1.917,MEX,AVWAGE,A,2018-01-01,17180.80319,8962.33864893062
STX,USD,1.917,MEX,AVWAGE,A,2019-01-01,17594.46105,9178.12261345853
STX,USD,1.917,NLD,AVWAGE,A,2016-01-01,57573.20166,30032.969045383412
STX,USD,1.917,NLD,AVWAGE,A,2017-01-01,57138.28325,29806.094548774126
STX,USD,1.917,NLD,AVWAGE,A,2018-01-01,56708.92587,29582.12095461659
STX,USD,1.917,NLD,AVWAGE,A,2019-01-01,56552.29043,29500.412326551905
STX,USD,1.917,NOR,AVWAGE,A,2016-01-01,52943.44998,27617.86644757433
STX,USD,1.917,NOR,AVWAGE,A,2017-01-01,53034.32566,27665.271601460616
STX,USD,1.917,NOR,AVWAGE,A,2018-01-01,53484.64221,27900.17851330203
STX,USD,1.917,NOR,AVWAGE,A,2019-01-01,54027.48705,28183.352660406887
STX,USD,1.917,POL,AVWAGE,A,2016-01-01,26934.07273,14050.11618675013
STX,USD,1.917,POL,AVWAGE,A,2017-01-01,28070.80769,14643.092170057382
STX,USD,1.917,POL,AVWAGE,A,2018-01-01,30090.88308,15696.861283255086
STX,USD,1.917,POL,AVWAGE,A,2019-01-01,31969.56803,16676.87429838289
STX,USD,1.917,PRT,AVWAGE,A,2016-01-01,26023.70855,13575.22616066771
STX,USD,1.917,PRT,AVWAGE,A,2017-01-01,26141.28364,13636.559019300992
STX,USD,1.917,PRT,AVWAGE,A,2018-01-01,26413.09577,13778.349384454878
STX,USD,1.917,PRT,AVWAGE,A,2019-01-01,26633.71719,13893.436197183099
STX,USD,1.917,SVK,AVWAGE,A,2016-01-01,22947.42395,11970.48719353156
STX,USD,1.917,SVK,AVWAGE,A,2017-01-01,23610.42637,12316.341351069379
STX,USD,1.917,SVK,AVWAGE,A,2018-01-01,24254.01607,12652.068894105374
STX,USD,1.917,SVK,AVWAGE,A,2019-01-01,25452.38663,13277.19699008868
STX,USD,1.917,ESP,AVWAGE,A,2016-01-01,39413.14818,20559.806040688574
STX,USD,1.917,ESP,AVWAGE,A,2017-01-01,38897.90764,20291.031632759517
STX,USD,1.917,ESP,AVWAGE,A,2018-01-01,38554.41746,20111.85052686489
STX,USD,1.917,ESP,AVWAGE,A,2019-01-01,38757.56996,20217.82470526865
STX,USD,1.917,SWE,AVWAGE,A,2016-01-01,45552.08133,23762.170751173708
STX,USD,1.917,SWE,AVWAGE,A,2017-01-01,45818.05044,23900.913114241
STX,USD,1.917,SWE,AVWAGE,A,2018-01-01,46061.69242,24028.008565466873
STX,USD,1.917,SWE,AVWAGE,A,2019-01-01,46695.34986,24358.55496087637
STX,USD,1.917,CHE,AVWAGE,A,2016-01-01,66349.80362,34611.26949400105
STX,USD,1.917,CHE,AVWAGE,A,2017-01-01,66131.82428,34497.5609181012
STX,USD,1.917,CHE,AVWAGE,A,2018-01-01,66120.94281,34491.88461658842
STX,USD,1.917,CHE,AVWAGE,A,2019-01-01,66566.72632,34724.42687532603
STX,USD,1.917,GBR,AVWAGE,A,2016-01-01,46087.95586,24041.708847157017
STX,USD,1.917,GBR,AVWAGE,A,2017-01-01,46492.67666,24252.83080855503
STX,USD,1.917,GBR,AVWAGE,A,2018-01-01,46655.52243,24337.77904538341
STX,USD,1.917,GBR,AVWAGE,A,2019-01-01,47226.08766,24635.413489827853
STX,USD,1.917,USA,AVWAGE,A,2016-01-01,63079.25821,32905.19468440271
STX,USD,1.917,USA,AVWAGE,A,2017-01-01,63734.34215,33246.91817944705
STX,USD,1.917,USA,AVWAGE,A,2018-01-01,64396.69684,33592.43444966093
STX,USD,1.917,USA,AVWAGE,A,2019-01-01,65835.57764,34343.02432968179
STX,USD,1.917,EST,AVWAGE,A,2016-01-01,25841.28678,13480.066134585288
STX,USD,1.917,EST,AVWAGE,A,2017-01-01,26554.96128,13852.353302034428
STX,USD,1.917,EST,AVWAGE,A,2018-01-01,28499.25441,14866.590719874805
STX,USD,1.917,EST,AVWAGE,A,2019-01-01,30296.87726,15804.317819509652
STX,USD,1.917,ISR,AVWAGE,A,2016-01-01,36729.29562,19159.7786228482
STX,USD,1.917,ISR,AVWAGE,A,2017-01-01,37745.321,19689.78664580073
STX,USD,1.917,ISR,AVWAGE,A,2018-01-01,38602.96507,20137.1753103808
STX,USD,1.917,ISR,AVWAGE,A,2019-01-01,39403.10257,20554.56576421492
STX,USD,1.917,SVN,AVWAGE,A,2016-01-01,37871.05798,19755.377141366716
STX,USD,1.917,SVN,AVWAGE,A,2017-01-01,38503.34068,20085.206405842462
STX,USD,1.917,SVN,AVWAGE,A,2018-01-01,39077.86228,20384.904684402714
STX,USD,1.917,SVN,AVWAGE,A,2019-01-01,40219.62097,20980.501288471572
STX,USD,1.917,OECD,AVWAGE,A,2016-01-01,46897.42165,24463.96538862806
STX,USD,1.917,OECD,AVWAGE,A,2017-01-01,47276.80623,24661.87075117371
STX,USD,1.917,OECD,AVWAGE,A,2018-01-01,47747.77667,24907.551731872718
STX,USD,1.917,OECD,AVWAGE,A,2019-01-01,48586.93652,25345.298132498698
STX,USD,1.917,ISL,AVWAGE,A,2016-01-01,61206.55418,31928.301606677098
STX,USD,1.917,ISL,AVWAGE,A,2017-01-01,67709.68977,35320.65194053208
STX,USD,1.917,ISL,AVWAGE,A,2018-01-01,70002.52953,36516.708153364634
STX,USD,1.917,ISL,AVWAGE,A,2019-01-01,68005.79368,35475.114074074074
STX,USD,1.917,NZL,AVWAGE,A,2016-01-01,43183.13048,22526.411309337505
STX,USD,1.917,NZL,AVWAGE,A,2017-01-01,43398.99731,22639.017897756912
STX,USD,1.917,NZL,AVWAGE,A,2018-01-01,43769.61954,22832.352394366197
STX,USD,1.917,NZL,AVWAGE,A,2019-01-01,44030.74518,22968.568169014085
STX,USD,1.917,CHL,AVWAGE,A,2016-01-01,27044.38873,14107.662352634323
STX,USD,1.917,CHL,AVWAGE,A,2017-01-01,26313.01752,13726.14372456964
STX,USD,1.917,CHL,AVWAGE,A,2018-01-01,26369.49741,13755.606369327073
STX,USD,1.917,CHL,AVWAGE,A,2019-01-01,26915.8365,14040.603286384978
STX,USD,1.917,LVA,AVWAGE,A,2016-01-01,24662.51202,12865.160156494521
STX,USD,1.917,LVA,AVWAGE,A,2017-01-01,25620.42698,13364.854971309338
STX,USD,1.917,LVA,AVWAGE,A,2018-01-01,26764.56306,13961.691737089202
STX,USD,1.917,LVA,AVWAGE,A,2019-01-01,28453.58675,14842.768257694313
STX,USD,1.917,LTU,AVWAGE,A,2016-01-01,24853.85569,12964.974277516954
STX,USD,1.917,LTU,AVWAGE,A,2017-01-01,26258.4257,13697.665988523735
STX,USD,1.917,LTU,AVWAGE,A,2018-01-01,27368.00667,14276.477136150233
STX,USD,1.917,LTU,AVWAGE,A,2019-01-01,28913.89776,15082.88876369327
FTM,USD,0.7668,AUS,AVWAGE,A,2016-01-01,54799.8626,71465.65284298382
FTM,USD,0.7668,AUS,AVWAGE,A,2017-01-01,54327.04477,70849.04117110067
FTM,USD,0.7668,AUS,AVWAGE,A,2018-01-01,54147.4705,70614.854590506
FTM,USD,0.7668,AUS,AVWAGE,A,2019-01-01,54401.4253,70946.04238393324
FTM,USD,0.7668,AUT,AVWAGE,A,2016-01-01,53589.1886,69886.78742827334
FTM,USD,0.7668,AUT,AVWAGE,A,2017-01-01,53436.61223,69687.80937663015
FTM,USD,0.7668,AUT,AVWAGE,A,2018-01-01,53560.92351,69849.92633020344
FTM,USD,0.7668,AUT,AVWAGE,A,2019-01-01,53902.94904,70295.9690140845
FTM,USD,0.7668,BEL,AVWAGE,A,2016-01-01,54883.6518,71574.9241001565
FTM,USD,0.7668,BEL,AVWAGE,A,2017-01-01,54626.06533,71239.00016953572
FTM,USD,0.7668,BEL,AVWAGE,A,2018-01-01,55065.81147,71812.48235524257
FTM,USD,0.7668,BEL,AVWAGE,A,2019-01-01,55590.13046,72496.2577725613
FTM,USD,0.7668,CAN,AVWAGE,A,2016-01-01,51562.73934,67244.05234741783
FTM,USD,0.7668,CAN,AVWAGE,A,2017-01-01,52219.39272,68100.40782472614
FTM,USD,0.7668,CAN,AVWAGE,A,2018-01-01,52831.4837,68898.64853938445
FTM,USD,0.7668,CAN,AVWAGE,A,2019-01-01,53198.17296,69376.85571205008
FTM,USD,0.7668,CZE,AVWAGE,A,2016-01-01,25819.17199,33671.32497391757
FTM,USD,0.7668,CZE,AVWAGE,A,2017-01-01,26888.62221,35066.017488262914
FTM,USD,0.7668,CZE,AVWAGE,A,2018-01-01,28360.36471,36985.347822117896
FTM,USD,0.7668,CZE,AVWAGE,A,2019-01-01,29280.78997,38185.693753260304
FTM,USD,0.7668,DNK,AVWAGE,A,2016-01-01,56883.11049,74182.46021126761
FTM,USD,0.7668,DNK,AVWAGE,A,2017-01-01,56277.32497,73392.44257955138
FTM,USD,0.7668,DNK,AVWAGE,A,2018-01-01,56827.52767,74109.97348721961
FTM,USD,0.7668,DNK,AVWAGE,A,2019-01-01,57149.59431,74529.9873630673
FTM,USD,0.7668,FIN,AVWAGE,A,2016-01-01,44975.60703,58653.63462441314
FTM,USD,0.7668,FIN,AVWAGE,A,2017-01-01,44864.41587,58508.62789514866
FTM,USD,0.7668,FIN,AVWAGE,A,2018-01-01,45023.39388,58715.9544600939
FTM,USD,0.7668,FIN,AVWAGE,A,2019-01-01,45697.55615,59595.143648930614
FTM,USD,0.7668,FRA,AVWAGE,A,2016-01-01,45610.18378,59481.19950443401
FTM,USD,0.7668,FRA,AVWAGE,A,2017-01-01,46162.80625,60201.88608502869
FTM,USD,0.7668,FRA,AVWAGE,A,2018-01-01,46256.36191,60323.893988002084
FTM,USD,0.7668,FRA,AVWAGE,A,2019-01-01,46480.6154,60616.34767866458
FTM,USD,0.7668,DEU,AVWAGE,A,2016-01-01,51622.98488,67322.61982263954
FTM,USD,0.7668,DEU,AVWAGE,A,2017-01-01,52181.30995,68050.74328377674
FTM,USD,0.7668,DEU,AVWAGE,A,2018-01-01,52929.5536,69026.54355764214
FTM,USD,0.7668,DEU,AVWAGE,A,2019-01-01,53637.8016,69950.18466353677
FTM,USD,0.7668,GRC,AVWAGE,A,2016-01-01,27394.53173,35725.78472874282
FTM,USD,0.7668,GRC,AVWAGE,A,2017-01-01,27321.80061,35630.93454616588
FTM,USD,0.7668,GRC,AVWAGE,A,2018-01-01,27479.68523,35836.83519822639
FTM,USD,0.7668,GRC,AVWAGE,A,2019-01-01,27459.1259,35810.0233437663
FTM,USD,0.7668,HUN,AVWAGE,A,2016-01-01,21810.41182,28443.416562336984
FTM,USD,0.7668,HUN,AVWAGE,A,2017-01-01,23527.36545,30682.531885759
FTM,USD,0.7668,HUN,AVWAGE,A,2018-01-01,24702.95934,32215.648591549296
FTM,USD,0.7668,HUN,AVWAGE,A,2019-01-01,26223.19671,34198.22210485133
FTM,USD,0.7668,IRL,AVWAGE,A,2016-01-01,49030.4212,63941.60302556076
FTM,USD,0.7668,IRL,AVWAGE,A,2017-01-01,49585.17818,64665.073265519044
FTM,USD,0.7668,IRL,AVWAGE,A,2018-01-01,49695.39773,64808.81289775691
FTM,USD,0.7668,IRL,AVWAGE,A,2019-01-01,50490.47141,65845.68519822639
FTM,USD,0.7668,ITA,AVWAGE,A,2016-01-01,38982.24797,50837.56907929055
FTM,USD,0.7668,ITA,AVWAGE,A,2017-01-01,38706.95871,50478.55856807511
FTM,USD,0.7668,ITA,AVWAGE,A,2018-01-01,38852.72523,50668.655751173705
FTM,USD,0.7668,ITA,AVWAGE,A,2019-01-01,39189.36576,51107.675743348984
FTM,USD,0.7668,JPN,AVWAGE,A,2016-01-01,37896.31241,49421.3776864893
FTM,USD,0.7668,JPN,AVWAGE,A,2017-01-01,38084.71057,49667.0716875326
FTM,USD,0.7668,JPN,AVWAGE,A,2018-01-01,38193.16835,49808.51375847679
FTM,USD,0.7668,JPN,AVWAGE,A,2019-01-01,38617.46549,50361.848578508085
FTM,USD,0.7668,KOR,AVWAGE,A,2016-01-01,38617.35471,50361.70410798122
FTM,USD,0.7668,KOR,AVWAGE,A,2017-01-01,39551.53296,51579.985602503904
FTM,USD,0.7668,KOR,AVWAGE,A,2018-01-01,40820.34833,53234.674400104326
FTM,USD,0.7668,KOR,AVWAGE,A,2019-01-01,42284.78911,55144.4824074074
FTM,USD,0.7668,LUX,AVWAGE,A,2016-01-01,68503.77293,89337.21039384455
FTM,USD,0.7668,LUX,AVWAGE,A,2017-01-01,69541.03065,90689.91999217527
FTM,USD,0.7668,LUX,AVWAGE,A,2018-01-01,69556.26185,90709.78332029212
FTM,USD,0.7668,LUX,AVWAGE,A,2019-01-01,68680.52973,89567.72265258215
FTM,USD,0.7668,MEX,AVWAGE,A,2016-01-01,16981.33584,22145.717057902973
FTM,USD,0.7668,MEX,AVWAGE,A,2017-01-01,16984.11528,22149.34178403756
FTM,USD,0.7668,MEX,AVWAGE,A,2018-01-01,17180.80319,22405.84662232655
FTM,USD,0.7668,MEX,AVWAGE,A,2019-01-01,17594.46105,22945.306533646322
FTM,USD,0.7668,NLD,AVWAGE,A,2016-01-01,57573.20166,75082.42261345852
FTM,USD,0.7668,NLD,AVWAGE,A,2017-01-01,57138.28325,74515.23637193532
FTM,USD,0.7668,NLD,AVWAGE,A,2018-01-01,56708.92587,73955.30238654147
FTM,USD,0.7668,NLD,AVWAGE,A,2019-01-01,56552.29043,73751.03081637976
FTM,USD,0.7668,NOR,AVWAGE,A,2016-01-01,52943.44998,69044.66611893583
FTM,USD,0.7668,NOR,AVWAGE,A,2017-01-01,53034.32566,69163.17900365154
FTM,USD,0.7668,NOR,AVWAGE,A,2018-01-01,53484.64221,69750.44628325508
FTM,USD,0.7668,NOR,AVWAGE,A,2019-01-01,54027.48705,70458.38165101722
FTM,USD,0.7668,POL,AVWAGE,A,2016-01-01,26934.07273,35125.290466875325
FTM,USD,0.7668,POL,AVWAGE,A,2017-01-01,28070.80769,36607.730425143454
FTM,USD,0.7668,POL,AVWAGE,A,2018-01-01,30090.88308,39242.153208137715
FTM,USD,0.7668,POL,AVWAGE,A,2019-01-01,31969.56803,41692.18574595722
FTM,USD,0.7668,PRT,AVWAGE,A,2016-01-01,26023.70855,33938.06540166927
FTM,USD,0.7668,PRT,AVWAGE,A,2017-01-01,26141.28364,34091.39754825248
FTM,USD,0.7668,PRT,AVWAGE,A,2018-01-01,26413.09577,34445.87346113719
FTM,USD,0.7668,PRT,AVWAGE,A,2019-01-01,26633.71719,34733.590492957745
FTM,USD,0.7668,SVK,AVWAGE,A,2016-01-01,22947.42395,29926.217983828898
FTM,USD,0.7668,SVK,AVWAGE,A,2017-01-01,23610.42637,30790.853377673448
FTM,USD,0.7668,SVK,AVWAGE,A,2018-01-01,24254.01607,31630.17223526343
FTM,USD,0.7668,SVK,AVWAGE,A,2019-01-01,25452.38663,33192.9924752217
FTM,USD,0.7668,ESP,AVWAGE,A,2016-01-01,39413.14818,51399.51510172143
FTM,USD,0.7668,ESP,AVWAGE,A,2017-01-01,38897.90764,50727.579081898795
FTM,USD,0.7668,ESP,AVWAGE,A,2018-01-01,38554.41746,50279.62631716223
FTM,USD,0.7668,ESP,AVWAGE,A,2019-01-01,38757.56996,50544.56176317162
FTM,USD,0.7668,SWE,AVWAGE,A,2016-01-01,45552.08133,59405.42687793427
FTM,USD,0.7668,SWE,AVWAGE,A,2017-01-01,45818.05044,59752.2827856025
FTM,USD,0.7668,SWE,AVWAGE,A,2018-01-01,46061.69242,60070.021413667186
FTM,USD,0.7668,SWE,AVWAGE,A,2019-01-01,46695.34986,60896.38740219092
FTM,USD,0.7668,CHE,AVWAGE,A,2016-01-01,66349.80362,86528.17373500261
FTM,USD,0.7668,CHE,AVWAGE,A,2017-01-01,66131.82428,86243.90229525299
FTM,USD,0.7668,CHE,AVWAGE,A,2018-01-01,66120.94281,86229.71154147104
FTM,USD,0.7668,CHE,AVWAGE,A,2019-01-01,66566.72632,86811.06718831508
FTM,USD,0.7668,GBR,AVWAGE,A,2016-01-01,46087.95586,60104.27211789254
FTM,USD,0.7668,GBR,AVWAGE,A,2017-01-01,46492.67666,60632.07702138758
FTM,USD,0.7668,GBR,AVWAGE,A,2018-01-01,46655.52243,60844.44761345852
FTM,USD,0.7668,GBR,AVWAGE,A,2019-01-01,47226.08766,61588.533724569636
FTM,USD,0.7668,USA,AVWAGE,A,2016-01-01,63079.25821,82262.98671100677
FTM,USD,0.7668,USA,AVWAGE,A,2017-01-01,63734.34215,83117.29544861762
FTM,USD,0.7668,USA,AVWAGE,A,2018-01-01,64396.69684,83981.08612415231
FTM,USD,0.7668,USA,AVWAGE,A,2019-01-01,65835.57764,85857.56082420448
FTM,USD,0.7668,EST,AVWAGE,A,2016-01-01,25841.28678,33700.16533646322
FTM,USD,0.7668,EST,AVWAGE,A,2017-01-01,26554.96128,34630.88325508607
FTM,USD,0.7668,EST,AVWAGE,A,2018-01-01,28499.25441,37166.476799687014
FTM,USD,0.7668,EST,AVWAGE,A,2019-01-01,30296.87726,39510.79454877412
FTM,USD,0.7668,ISR,AVWAGE,A,2016-01-01,36729.29562,47899.44655712049
FTM,USD,0.7668,ISR,AVWAGE,A,2017-01-01,37745.321,49224.46661450183
FTM,USD,0.7668,ISR,AVWAGE,A,2018-01-01,38602.96507,50342.938275952
FTM,USD,0.7668,ISR,AVWAGE,A,2019-01-01,39403.10257,51386.4144105373
FTM,USD,0.7668,SVN,AVWAGE,A,2016-01-01,37871.05798,49388.44285341679
FTM,USD,0.7668,SVN,AVWAGE,A,2017-01-01,38503.34068,50213.01601460615
FTM,USD,0.7668,SVN,AVWAGE,A,2018-01-01,39077.86228,50962.26171100678
FTM,USD,0.7668,SVN,AVWAGE,A,2019-01-01,40219.62097,52451.25322117893
FTM,USD,0.7668,OECD,AVWAGE,A,2016-01-01,46897.42165,61159.91347157015
FTM,USD,0.7668,OECD,AVWAGE,A,2017-01-01,47276.80623,61654.676877934275
FTM,USD,0.7668,OECD,AVWAGE,A,2018-01-01,47747.77667,62268.87932968179
FTM,USD,0.7668,OECD,AVWAGE,A,2019-01-01,48586.93652,63363.24533124674
FTM,USD,0.7668,ISL,AVWAGE,A,2016-01-01,61206.55418,79820.75401669275
FTM,USD,0.7668,ISL,AVWAGE,A,2017-01-01,67709.68977,88301.6298513302
FTM,USD,0.7668,ISL,AVWAGE,A,2018-01-01,70002.52953,91291.77038341158
FTM,USD,0.7668,ISL,AVWAGE,A,2019-01-01,68005.79368,88687.78518518519
FTM,USD,0.7668,NZL,AVWAGE,A,2016-01-01,43183.13048,56316.02827334376
FTM,USD,0.7668,NZL,AVWAGE,A,2017-01-01,43398.99731,56597.544744392275
FTM,USD,0.7668,NZL,AVWAGE,A,2018-01-01,43769.61954,57080.880985915486
FTM,USD,0.7668,NZL,AVWAGE,A,2019-01-01,44030.74518,57421.42042253521
FTM,USD,0.7668,CHL,AVWAGE,A,2016-01-01,27044.38873,35269.15588158581
FTM,USD,0.7668,CHL,AVWAGE,A,2017-01-01,26313.01752,34315.3593114241
FTM,USD,0.7668,CHL,AVWAGE,A,2018-01-01,26369.49741,34389.01592331768
FTM,USD,0.7668,CHL,AVWAGE,A,2019-01-01,26915.8365,35101.50821596244
FTM,USD,0.7668,LVA,AVWAGE,A,2016-01-01,24662.51202,32162.900391236304
FTM,USD,0.7668,LVA,AVWAGE,A,2017-01-01,25620.42698,33412.137428273345
FTM,USD,0.7668,LVA,AVWAGE,A,2018-01-01,26764.56306,34904.229342723
FTM,USD,0.7668,LVA,AVWAGE,A,2019-01-01,28453.58675,37106.92064423578
FTM,USD,0.7668,LTU,AVWAGE,A,2016-01-01,24853.85569,32412.435693792384
FTM,USD,0.7668,LTU,AVWAGE,A,2017-01-01,26258.4257,34244.164971309336
FTM,USD,0.7668,LTU,AVWAGE,A,2018-01-01,27368.00667,35691.19284037558
FTM,USD,0.7668,LTU,AVWAGE,A,2019-01-01,28913.89776,37707.22190923317
LUNA,USD,16.37,AUS,AVWAGE,A,2016-01-01,54799.8626,3347.5786560781917
LUNA,USD,16.37,AUS,AVWAGE,A,2017-01-01,54327.04477,3318.6954654856445
LUNA,USD,16.37,AUS,AVWAGE,A,2018-01-01,54147.4705,3307.725748320098
LUNA,USD,16.37,AUS,AVWAGE,A,2019-01-01,54401.4253,3323.2391753207085
LUNA,USD,16.37,AUT,AVWAGE,A,2016-01-01,53589.1886,3273.6217837507634
LUNA,USD,16.37,AUT,AVWAGE,A,2017-01-01,53436.61223,3264.3012968845446
LUNA,USD,16.37,AUT,AVWAGE,A,2018-01-01,53560.92351,3271.8951441661575
